Error: Execution timed out
Standard Output:
Starting the Earth Environmental Protection Plan...
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
'/Sensor/Humidity/LivingRoom/1' is now ON.
'/Sensor/Humidity/Bedroom/1' is now ON.
'/Sensor/Humidity/Kitchen/1' is now ON.
'/Sensor/Humidity/Bathroom/1' is now ON.
'/Sensor/Humidity/Balcony/1' is now ON.
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Actuator/NotificationSender/LivingRoom/1 is turned on.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 37.45
/Sensor/IndoorTemperature/Bedroom/1 reading is: 31.2
/Sensor/IndoorTemperature/Bathroom/1 reading is: 33.76
/Sensor/Humidity/LivingRoom/1 reading is: 19.07
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bedroom/1 reading is: 15.81
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Kitchen/1 reading is: 27.72
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bathroom/1 reading is: 12.36
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Balcony/1 reading is: 23.9
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1037.48
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
/Sensor/LightIntensive/Bedroom/1 reading is: 955.15
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
Notification Sender /Actuator/NotificationSender/LivingRoom/1 send message: Environmental settings have been adjusted.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 39.43
/Sensor/IndoorTemperature/Bedroom/1 reading is: 33.43
/Sensor/IndoorTemperature/Bathroom/1 reading is: 39.7
/Sensor/Humidity/LivingRoom/1 reading is: 17.36
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bedroom/1 reading is: 27.41
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Kitchen/1 reading is: 27.12
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bathroom/1 reading is: 23.35
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Balcony/1 reading is: 21.8
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1107.29
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
/Sensor/LightIntensive/Bedroom/1 reading is: 1154.63
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
Notification Sender /Actuator/NotificationSender/LivingRoom/1 send message: Environmental settings have been adjusted.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 35.09
/Sensor/IndoorTemperature/Bedroom/1 reading is: 34.36
/Sensor/IndoorTemperature/Bathroom/1 reading is: 36.32
/Sensor/Humidity/LivingRoom/1 reading is: 29.54
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bedroom/1 reading is: 26.58
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Kitchen/1 reading is: 14.95
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bathroom/1 reading is: 24.29
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Balcony/1 reading is: 22.7
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1125.16
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
/Sensor/LightIntensive/Bedroom/1 reading is: 1163.98
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
Notification Sender /Actuator/NotificationSender/LivingRoom/1 send message: Environmental settings have been adjusted.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 32.64
/Sensor/IndoorTemperature/Bedroom/1 reading is: 38.96
/Sensor/IndoorTemperature/Bathroom/1 reading is: 37.09
/Sensor/Humidity/LivingRoom/1 reading is: 15.54
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bedroom/1 reading is: 20.64
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Kitchen/1 reading is: 17.38
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bathroom/1 reading is: 21.05
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Balcony/1 reading is: 14.32
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/LightIntensive/LivingRoom/1 reading is: 940.44
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
/Sensor/LightIntensive/Bedroom/1 reading is: 1023.76
/Actuator/Light/LivingRoom/1 is turned off.
/Actuator/Light/LivingRoom/2 is turned off.
/Actuator/Light/Bedroom/1 is turned off.
/Actuator/Light/Bedroom/2 is turned off.
/Actuator/Light/Kitchen/1 is turned off.
/Actuator/Light/Bathroom/1 is turned off.
/Actuator/Curtain/LivingRoom/1 is turned off.
/Actuator/Curtain/Bedroom/1 is turned off.
Notification Sender /Actuator/NotificationSender/LivingRoom/1 send message: Environmental settings have been adjusted.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 33.34
/Sensor/IndoorTemperature/Bedroom/1 reading is: 32.35
/Sensor/IndoorTemperature/Bathroom/1 reading is: 34.72
/Sensor/Humidity/LivingRoom/1 reading is: 16.14
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
/Sensor/Humidity/Bedroom/1 reading is: 28.99
/Actuator/Window/LivingRoom/1 is turned on.
/Actuator/Window/LivingRoom/2 is turned on.
/Actuator/Window/Bedroom/1 is turned on.
/Actuator/Window/Kitchen/1 is turned on.
/Actuator/Window/Bathroom/1 is turned on.
