Error: Execution timed out
Standard Output:
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
/Sensor/LightIntensive/LivingRoom/1 reading is: 991.5
/Sensor/LightIntensive/LivingRoom/1 is now OFF.
/Actuator/Curtain/LivingRoom/1 is turned on.
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 36.88
/Sensor/IndoorTemperature/LivingRoom/1 is now OFF.
/Actuator/AC/LivingRoom/1 is turned on.
Set the target temperature of /Actuator/AC/LivingRoom/1 to 25°C.
'/Sensor/Humidity/LivingRoom/1' is now ON.
/Sensor/Humidity/LivingRoom/1 reading is: 19.9
/Sensor/Humidity/LivingRoom/1 is now OFF.
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
/Sensor/IndoorTemperature/Bedroom/1 reading is: 30.48
/Sensor/IndoorTemperature/Bedroom/1 is now OFF.
/Actuator/AC/Bedroom/1 is turned on.
Set the target temperature of /Actuator/AC/Bedroom/1 to 25°C.
'/Sensor/Humidity/Bedroom/1' is now ON.
/Sensor/Humidity/Bedroom/1 reading is: 18.4
/Sensor/Humidity/Bedroom/1 is now OFF.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Sensor/LightIntensive/Bedroom/1 reading is: 1190.53
/Sensor/LightIntensive/Bedroom/1 is now OFF.
/Actuator/Curtain/Bedroom/1 is turned on.
'/Sensor/Humidity/Kitchen/1' is now ON.
/Sensor/Humidity/Kitchen/1 reading is: 19.91
/Sensor/Humidity/Kitchen/1 is now OFF.
'/Sensor/Smoke/Kitchen/1' is now ON.
/Sensor/Smoke/Kitchen/1 reading is: 80.27
/Sensor/Smoke/Kitchen/1 is now OFF.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
/Sensor/IndoorTemperature/Bathroom/1 reading is: 38.85
/Sensor/IndoorTemperature/Bathroom/1 is now OFF.
'/Sensor/Humidity/Bathroom/1' is now ON.
/Sensor/Humidity/Bathroom/1 reading is: 29.17
/Sensor/Humidity/Bathroom/1 is now OFF.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
/Sensor/OutdoorTemperature/Balcony/1 reading is: 21.97
/Sensor/OutdoorTemperature/Balcony/1 is now OFF.
'/Sensor/Humidity/Balcony/1' is now ON.
/Sensor/Humidity/Balcony/1 reading is: 15.3
/Sensor/Humidity/Balcony/1 is now OFF.
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
/Sensor/LightIntensive/LivingRoom/1 reading is: 1001.34
/Sensor/LightIntensive/LivingRoom/1 is now OFF.
/Actuator/Curtain/LivingRoom/1 is turned on.
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 34.57
/Sensor/IndoorTemperature/LivingRoom/1 is now OFF.
/Actuator/AC/LivingRoom/1 is turned on.
Set the target temperature of /Actuator/AC/LivingRoom/1 to 25°C.
'/Sensor/Humidity/LivingRoom/1' is now ON.
/Sensor/Humidity/LivingRoom/1 reading is: 12.14
/Sensor/Humidity/LivingRoom/1 is now OFF.
'/Sensor/IndoorTemperature/Bedroom/1' is now ON.
/Sensor/IndoorTemperature/Bedroom/1 reading is: 38.55
/Sensor/IndoorTemperature/Bedroom/1 is now OFF.
/Actuator/AC/Bedroom/1 is turned on.
Set the target temperature of /Actuator/AC/Bedroom/1 to 25°C.
'/Sensor/Humidity/Bedroom/1' is now ON.
/Sensor/Humidity/Bedroom/1 reading is: 25.11
/Sensor/Humidity/Bedroom/1 is now OFF.
'/Sensor/LightIntensive/Bedroom/1' is now ON.
/Sensor/LightIntensive/Bedroom/1 reading is: 995.33
/Sensor/LightIntensive/Bedroom/1 is now OFF.
/Actuator/Curtain/Bedroom/1 is turned on.
'/Sensor/Humidity/Kitchen/1' is now ON.
/Sensor/Humidity/Kitchen/1 reading is: 29.6
/Sensor/Humidity/Kitchen/1 is now OFF.
'/Sensor/Smoke/Kitchen/1' is now ON.
/Sensor/Smoke/Kitchen/1 reading is: 38.42
/Sensor/Smoke/Kitchen/1 is now OFF.
'/Sensor/IndoorTemperature/Bathroom/1' is now ON.
/Sensor/IndoorTemperature/Bathroom/1 reading is: 38.16
/Sensor/IndoorTemperature/Bathroom/1 is now OFF.
'/Sensor/Humidity/Bathroom/1' is now ON.
/Sensor/Humidity/Bathroom/1 reading is: 25.04
/Sensor/Humidity/Bathroom/1 is now OFF.
'/Sensor/OutdoorTemperature/Balcony/1' is now ON.
/Sensor/OutdoorTemperature/Balcony/1 reading is: 21.79
/Sensor/OutdoorTemperature/Balcony/1 is now OFF.
'/Sensor/Humidity/Balcony/1' is now ON.
/Sensor/Humidity/Balcony/1 reading is: 26.7
/Sensor/Humidity/Balcony/1 is now OFF.
'/Sensor/LightIntensive/LivingRoom/1' is now ON.
/Sensor/LightIntensive/LivingRoom/1 reading is: 931.07
/Sensor/LightIntensive/LivingRoom/1 is now OFF.
/Actuator/Curtain/LivingRoom/1 is turned on.
'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.
/Sensor/IndoorTemperature/LivingRoom/1 reading is: 32.24
/Sensor/IndoorTemperature/LivingRoom/1 is now OFF.
/Actuator/AC/LivingRoom/1 is turned on.
Set the target temperature of /Actuator/AC/LivingRoom/1 to 25°C.
'/Sensor/Humidity/LivingRoom/1' is now ON.
/Sensor/Humidity/LivingRoom/1 reading is: 25.37
/Sensor/Humidity/LivingRoom/1 is now OFF.
