Timestamp,Model Name,Task Name,User Answer Index,Success Rate (%),Error Status,Unmatched Lines,Log File Path
1738497152244225000,deepseek-r1:7b,remote_control,10,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_10_1738497152244225000.log
1738497258803048000,deepseek-r1:7b,remote_control,14,0.0000,Timeout,['/Actuator/Light/LivingRoom/1 is turned on. || /Actuator/Light/LivingRoom/2 is turned on.'],/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_14_1738497258803048000.log
1738502933692374000,deepseek-r1:7b,remote_control,17,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_17_1738502933692374000.log
1738501171752737000,deepseek-r1:7b,remote_control,7,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_7_1738501171752737000.log
1738499738994935000,deepseek-r1:7b,remote_control,2,0.0000,No Error & Warning,"['Set /Actuator/Light/LivingRoom/1 light brightness level to HIGH || Set /Actuator/Light/LivingRoom/2 light brightness level to HIGH', 'Set /Actuator/Light/Bedroom/1 light brightness level to LOW || Set /Actuator/Light/Bedroom/2 light brightness level to LOW', '/Actuator/Window/Kitchen/1 is turned on.', '/Actuator/MusicPlayer/LivingRoom/1 start playing']",/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_2_1738499738994935000.log
1738501369934697000,deepseek-r1:7b,remote_control,16,0.0000,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_16_1738501369934697000.log
1738503037795713000,deepseek-r1:7b,remote_control,23,0.0000,Manual Check Required,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_23_1738503037795713000.log
1738498208396718000,deepseek-r1:7b,remote_control,11,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_11_1738498208396718000.log
1738498787397007000,deepseek-r1:7b,remote_control,1,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_1_1738498787397007000.log
1738497473856311000,deepseek-r1:7b,remote_control,20,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_20_1738497473856311000.log
1738497078507877000,deepseek-r1:7b,remote_control,24,0.0000,No Error & Warning,"['/Actuator/Light/Bedroom/1 is turned off.', '/Actuator/Light/Bedroom/2 is turned off.']",/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_24_1738497078507877000.log
1738502245379358000,deepseek-r1:7b,remote_control,12,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_12_1738502245379358000.log
1738498378413374000,deepseek-r1:7b,remote_control,4,0.0000,No Error & Warning,"['/Actuator/Light/LivingRoom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off.']",/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_4_1738498378413374000.log
1738500886603231000,deepseek-r1:7b,remote_control,3,0.0000,No Error & Warning,"['/Actuator/Light/LivingRoom/1 is turned off.', '/Actuator/Light/LivingRoom/2 is turned off.']",/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_3_1738500886603231000.log
1738501558342836000,deepseek-r1:7b,remote_control,22,0.0000,No Error & Warning,"['/Actuator/Light/LivingRoom/1 is turned on.', '/Actuator/Light/LivingRoom/2 is turned on.', '/Actuator/SmartTV/LivingRoom/1 is turned on.', '/Actuator/AC/LivingRoom/1 is turned on.', '/Actuator/Light/Bedroom/1 is turned on.', '/Actuator/Light/Bedroom/2 is turned on.', '/Actuator/AC/Bedroom/1 is turned on.', '/Actuator/Light/Bathroom/1 is turned on.', '/Actuator/Heater/Bathroom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_22_1738501558342836000.log
1738501877549986000,deepseek-r1:7b,remote_control,26,0.0000,No Error & Warning,['Set /Actuator/Light/LivingRoom/1 light brightness level to || Set /Actuator/Light/LivingRoom/2 light brightness level to || Set /Actuator/Light/Bedroom/1 light brightness level to || Set /Actuator/Light/Bedroom/2 light brightness level to || Set /Actuator/Light/Kitchen/1 light brightness level to || Set /Actuator/Light/Bathroom/1 light brightness level to'],/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_26_1738501877549986000.log
1738500842256540000,deepseek-r1:7b,remote_control,19,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_19_1738500842256540000.log
1738502587176921000,deepseek-r1:7b,remote_control,13,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_13_1738502587176921000.log
1738498073469427000,deepseek-r1:7b,remote_control,25,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_25_1738498073469427000.log
1738498986299796000,deepseek-r1:7b,remote_control,18,0.0000,No Error & Warning,['/Actuator/Light/LivingRoom/1 is turned on. || /Actuator/Light/LivingRoom/2 is turned on. || /Actuator/Light/Bedroom/1 is turned on. || /Actuator/Light/Bedroom/2 is turned on. || /Actuator/Light/Kitchen/1 is turned on. || /Actuator/Light/Bathroom/1 is turned on.'],/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_18_1738498986299796000.log
1738502492381954000,deepseek-r1:7b,remote_control,8,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_8_1738502492381954000.log
1738497995463856000,deepseek-r1:7b,remote_control,21,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_21_1738497995463856000.log
1738497766091863000,deepseek-r1:7b,remote_control,15,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_15_1738497766091863000.log
1738498617109181000,deepseek-r1:7b,remote_control,5,0.0000,Invalid Prompt,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_5_1738498617109181000.log
1738498905233665000,deepseek-r1:7b,remote_control,6,0.0000,No Error & Warning,"[""'/Sensor/IndoorTemperature/LivingRoom/1' is now ON.|| '/Sensor/IndoorTemperature/Bedroom/1' is now ON. || '/Sensor/IndoorTemperature/Bathroom/1' is now ON."", '/Actuator/Window/LivingRoom/1 is turned on. || /Actuator/Window/LivingRoom/2 is turned on. || /Actuator/Window/Bedroom/1 is turned on. || /Actuator/Window/Kitchen/1 is turned on. || /Actuator/Window/Bathroom/1 is turned on.', '/Actuator/Light/LivingRoom/1 is turned on. || /Actuator/Light/LivingRoom/2 is turned on. || /Actuator/Light/Bedroom/1 is turned on. || /Actuator/Light/Bedroom/2 is turned on. || /Actuator/Light/Kitchen/1 is turned on. || /Actuator/Light/Bathroom/1 is turned on.']",/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_6_1738498905233665000.log
1738502794834587000,deepseek-r1:7b,remote_control,9,0.0000,Error,,/Users/minghe/llm4faas/experiments_default/functions_zh/deepseek-r1-functions/deepseek-r1:7b_remote_control_9_1738502794834587000.log
